,0
364,"人们常说：正义会迟到，但永远不会却席。可是为什么正义要迟到呢？为什么正义不守规矩呢？是什么原因让正义经常来迟？记得以前上学的时候，迟到了就应该打报告，然后才能进教室。工作以后，迟到了就要接受处罚。可是为什么正义不守规矩，却又不肯接受处罚呢？

医生都是白衣天使？

北京大学第一医院妇产科医生被打案宣判：

打人者获刑9个月？

9个月？太少了吧？直接全家枪毙唉！看看这些无脑傻X的回复，还什么女儿也要开除学籍，又什么打人者最少判十年？

你是美国总统？你说怎么判就怎么判？

打人者是应该要承担责任，但院方为何拒绝剖腹产呢？大人孩子假如遭遇危险了医院会有一毛钱的责任？情急之下患者家属做法欠妥，批评教育是必须的，判刑就有点过了吧！有些医院的医生对工作不负责任，草菅人命在医院屡屡发生，没听说过哪个医生被判刑的，连起码的责任都不负，天理何在？

现在医患关系这么紧张，是医生的问题还是患者无理取闹？

罪魁祸首从以药养医始，国家应为整体国民的健康负责，当不能以其是负担把其推向市场，现在又以旁观者的身份于不顾。

医疗是治病救人之所，不应该全面的推向社会，应保留国营旗下的医院，与私有制医院并存的格局，全面推向市场和自负盈亏，这些医院就会服务质量最小化，无限制的利益最大化，与商人无异。可以观察每个城市的医院，不仅数量增加其豪华程度攀比着增大，这些都是以药养医创造的利益，也可以说是广大的人民群众集资的产物，反过来再看服务，就以挂号为例，提前连夜的排队，提前几日的排队，这还规定一天只能有几个人的名额，医院钱挣多了，架子大了，服务少了！

有个问题是我们常问起的，是先有鸡还是先有蛋？在医疗系统上能很好的回答，肯定是先有鸡，如果没有病人了，医生还有存在的必要吗？不仅医院，在我们社会中本末倒置的事情太多太多了！

没医德的医生总会为自己找借口，说什么老百姓不能体谅他们，那么我想说的是，既然你选择了医生这个职业，有些个苦是你必须要吃的，当初可没人逼你当医生吧！你们要养家糊口这点可以理解，但是你们总不能害人吧？

你就是潘金莲，就是偷情追求爱情和自由！就算你是对的，就算你是挣脱封建的枷锁，就算你是斩断艰险的荆棘，可是你总不至于毒死武大郎吧！你追求爱情可以理解，你渴望自由也可以理解，但是你杀人，我们就表示不能理解了！你们有想过去医院看病的人，那种绝望的眼神吗？他们难道不比你们更加难受吗？

不少农民可能一辈子都没怎么进过城，这次看病算是进城了，看看你们医护人员都是什么态度，能支走绝不多说一句废话，难道老百姓的生活比你强吗？#医疗事故##医疗##医患矛盾##医院##医生##医疗纠纷# 2荆州 收起全文d"
365,"迪臣国际医学仪器公司Medical Technologies-奇门风水布阵
👆🏻又一逆市奇葩之作，香港最大规模之一医学仪器丶医疗工程公司。在上年年底疫情前，批算要马上扩充公司业务、医疗工程生意，果然业绩年头开始多了3倍，良心企业，疫情下没有涨价✊🏻❤️
#云文子 ##奇門遁甲##风水##医学##医疗##算命#"
366,今天国际护士节，让我想起彩云姐做的运动医疗研讨会和支持的阳光小学。一家有社会责任的企业，不仅要创造利润，更要回报社会，帮助那些还没有享受到教育和医疗的弱势群体。#护士节##医疗#
367,"医院潜规则

现在的医院很难。因为医保报销有额度，超过了额度，上面要给医院卡脖子。
所以很多医院就是只能控制大夫开医保内的药品和治疗费用了。
尤其是每个季度末和年末，这是各个医院很头疼的事情。
所以各位，有病乘早啊！

#我要上头条##医疗##北京身边事#"
368,"#保险##医疗##香港#
一饰两角色 特别鸣谢：淑琪总
平平凡凡普通人也要
住最好的🏥
找最“靚”的🧑🏼‍⚕️
吃最“劲”的💊

你值得擁有~ L英保小淑琪的微博视频"
369,"炎炎天气戴口罩 😷

出外见客
继续将保险资讯提供未有保险既朋友

#口罩##醫療 ##危疾 ##富通保險 ##香港富通保险##天气即天意#"
370,
371,"展会延期重要通知：亲爱的朋友们，CMTF国际医疗旅游展主办发遵照政府指导要求，经慎重考虑及展馆协商，为确保与会人员的生命健康安全及展会效果，做出以下调整：原定2020年7月9-11日举办的”第十五届上海国际医疗旅游展览会“将延期至2020年11月14-16日举办，举办地点不变：上海新国际博览中心。#上海#

11月14-16日，上海新国际博览中心，期待您的参与上海 #展览# #医疗# #健康# #旅游# 收起全文d"
372,
373,【依托新基建，把准时代健康的脉搏】一场突如其来的新冠肺炎疫情搅乱了庚子新春，一场没有硝烟的疫情防控阻击战紧急打响。这是一场多兵种的联合作战，医疗卫生行业冲锋在前，成为推进态势好转的压舱石、最终取得全面胜利的制胜法宝。经此一役，医疗卫生行业成为全民最为重视，也最迫切需要发展的行业，而在其中，5G、大数据等硬核技术所显现的巨大能量和潜力也逐渐为人所知，成为驱动行业发展和社会进步的新引擎。详情点击>>O网页链接 #新基建# #大数据# #医疗# 收起全文d
374,
375,"#我和中央空调的那些事# #格力中央空调##成都身边事# #绿色生活# #医疗# #国际护士节# #致敬白衣天使公益云演唱会# 【格力中央空调助力四川省骨科医院，为绿色医疗保驾护航】近日，格力CVE永磁同步变频离心式冷水机组与GMV6人工智能多联机入驻四川省骨科医院天府新区医院一期项目，为医护人员提供舒适环境，为病患提供安全呵护，在四川医疗卫生行业再添样板工程。
凭借智能高效、安全可靠的技术，格力中央空调以“智慧科技”赢得四川省骨科医院的青睐，将更好地服务绿色医院的建设，为四川省民生发展做出应有的贡献。
近年来，格力中央空调在四川地区相继中标成都天府国际机场、成都地铁4号线、成都地铁10号线、成都金融城双塔、金沙交通枢纽综合体、八益国际家居博览城等各类大型项目。未来，四川格力中央空调将凭借优质的产品和过硬的技术，用科技和实力引领行业发展，深刻践行格力电器“让世界爱上中国造”的企业战略构想。O网页链接
@格力电器 @格力中央空调 收起全文d"
376,
377,很多朋友以为喝一点酒马上就脸红只是个体表现，无需重视，但东京大学的关联研究证明，仅饮少许酒即马上脸红的人，被称为ALDH2惰性人群，该类人群如果每天饮酒的话，其罹患食道癌的可能性是不饮酒者的56倍，如果再吸烟的话，风险则会扩大至190倍，请朋友们一定要根据体质适度饮酒。#医疗##健康##海外医疗# 收起全文d
378,
379,"投保医疗险类似租房，每年保费是不固定的，费率会有调整，未来产品发生变化可能租房中断，换新产品。换房过程中，会重新审核健康状况。所以费率很低。#住房# #医疗#
投保重疾险类似买房，买了价格就不变了，而且是终身的保障，费率固定，所以会贵一些。
#重疾险#

但毕竟只是个比喻，医疗险和重疾险可不能像住房一样可以只租不买，或买了就不用租。

医疗险和重疾险都是必需品。医疗费用可能发生高额支出的情况，而医疗险的低费率高保额可以覆盖高额支出风险，重疾险买高保额费用很高，可能对家庭来说保费负担太重。而重疾险是一笔重大疾病的大笔保障金，可以让患者得到很好的长期治疗，以及争取更多的修养时间。
享有完善的保障，解决担忧的问题是保险的本质。通过法律契约的形式转嫁风险，选择明智。 #保障# #风险转移# 收起全文d"
380,#医疗##科普##文化# 从怀孕到出生的过程 L爆笑搞事菌的微博视频
381,日本国际医疗中心速报：日本厚生劳动省将尽快在5月中旬批准新的#新型冠状病毒# 检测方法—唾液检测，比现在用棉棒从鼻腔里面摄取粘液更加安全、简单、有效。近期也会相应变更国立传染病研究所的标本采集手册。#日本疫情##医疗##健康# 2日本·福冈市
382,"#随手拍春天#春天虽好，无处落脚。不能出远门旅行，不如刷刷@DJI大疆创新全新无人机御MavicAir2拍摄的各地城市美景，4k高清流畅显示，一起云旅游走一波#更进一步#LDJI大疆创新的微博视频
O网页链接 #医疗##美丽干货#"
383,中意人寿绿通服务升级为重力转项管理服务，涵盖了疑似阶段、确诊阶段、康复阶段的全流程服务。中意愿以安全、稳健、可信赖为服务宗旨，做每一名客户的终身守护者！#医疗##健康##分享# 2潍坊 L褚继波的微博视频
384,"#保险##健康##医疗##风险#
保险💌
在身体好的时候
最看不上的
却是在身体不好的时候
最能帮到我们的❤️ LWinfred文晖的微博视频"
385,如果没有就诊过，确实可以不管。但是但凡有就诊记录，不告知就有极大的风险，可能面临无法赔付。告知了，保险公司承保，出了问题是保险公司的问题。不告知，保险公司查出来，那可就会拒绝理赔。#保险# #重疾险# #医疗# O关于重疾险的如实告知?
386,
387,"老夏近来刷抖音，关注了几个医生主播，看到几个有趣的现象，跟大家分享一下。
1.河南一家医院院长，明令禁止医生收受患者锦旗。老夏对此举措举双手赞成。一般，送锦旗有两种情况，第一，患者求医路坎坷，碰到认真仔细，有技术，有温度的医生后，问题得到了解决，患者真心实意的想表达对医生的感激之情，这种情况多见；第二，有些医院将收受锦旗数量作为医生年度优秀考核标准，那么有些医生就会暗示治疗效果尚可的患者送锦旗，有些患者也会投其所好，这种情况不多见，但真实存在。所以不管是哪种情况，对于患者来说，都是增加经济负担的行为，所以老夏也觉得需要摒弃这种方式。
2.抖音里有些医生为了散播正能量，说自己行医怎么少开检查少开药，用几块钱就解决了患者的问题。这个问题，其实应该辩证的来看，少开检查的医生，你或许真是个好的医生，但是少开检查少开药绝对不是衡量一个医生好坏的标准，也不能道德绑架其他的医生。医学，本身就有许许多多原因未明的，我们需要借助检查手段来诊断，来指导治疗。所以，医生们需要用自己的行为去感染身边开大检查、过度医疗的医生，不可用少开检查少用药来制定标准。
3.中国医生群体算是古话中的文人，所以文人相轻的现象非常普遍，也非常严重。我们在各类撰文当中，不乏看到医院与医院，医生与医生之间的鄙视链。尤其是如此的用语：患者于外院行某某治疗，效果欠佳（或无效），经人介绍，来我院（或者找某医生）就诊。我承认医生与医生之间有技术上的差别，但这样描述真的好吗？
4.抖音上入驻了许多医生主播，上到耄耋之年的老教授，下至刚毕业的医学生，都在用自己的业余休息时间为大家做医学科普，那么问题来了，有许多网友“迷信”老教授，也有许多网友质疑年轻医生，其实对于不同年龄阶层的医生，他们有各自的优势，资历高的医生实战经验丰富，年轻的医生获取知识的能力强，想法有时也更加清奇。所以朋友们大可不必对他们强行贴标签。而医生同道们，我们的共同目标是如何提高国民的基础医学素养，如何用简洁明了的话向老百姓传达正确的医学知识，我们做科普既然都是公益行为，那就无须在意那些无理的声音了，毕竟，做科普会触及许许多多的利益链条。
5.抖音平台目前只对三甲医院的医生进行认证，这对非三甲医院的医生着实在了不公，但这种方法对内容输出的把控其实是起到了第一重的筛选作用，否则整个版块的内容鱼龙混杂，更是难以辨别。所以，希望我们做科普的三甲医院的医生们能更严谨输出的知识，对于不能做科普的非三甲医院的同道们，我们可以用其他的方式方法来工作。你说呢？
6.在自媒体爆炸的年代，绿化知识环境也还只是我们的一厢情愿，希望每一个人都能学会辨别真假是非的能力，在求医路上，能找到适合自己的医院、医生，直接解决问题，少走弯路。#医疗##医生个人品牌##医生#医疗#医生话题# 收起全文d"
